"","N_iter","ARI","Frobenius_norm","Simulation","Inference","N_seeds","Model"
"159",1000,0.00630637903708957,17981.4,15,"Consensus",10,"Consensus (1000, 10)"
"160",10000,0.00772252302116207,17064.6,15,"Consensus",10,"Consensus (10000, 10)"
"161",1,0.0468228585058057,8605.33333333333,15,"Consensus",30,"Consensus (1, 30)"
"162",10,0.0525270354640542,9824.4,15,"Consensus",30,"Consensus (10, 30)"
"163",100,0.012052541948197,14629.4,15,"Consensus",30,"Consensus (100, 30)"
"164",1000,0.00482116060642797,17517,15,"Consensus",30,"Consensus (1000, 30)"
"165",10000,0.00648724351040092,16746.9333333333,15,"Consensus",30,"Consensus (10000, 30)"
"166",1,0.0402197802197802,8613.12,15,"Consensus",50,"Consensus (1, 50)"
"167",10,0.046588304185442,9884.6,15,"Consensus",50,"Consensus (10, 50)"
"168",100,0.00850840645892397,14974.12,15,"Consensus",50,"Consensus (100, 50)"
"169",1000,0.0036888506305152,17376.24,15,"Consensus",50,"Consensus (1000, 50)"
"170",10000,0.00601001383433915,17013.6,15,"Consensus",50,"Consensus (10000, 50)"
"171",1,0.071143566965294,8607.62,15,"Consensus",100,"Consensus (1, 100)"
"172",10,0.031582824879947,9777.88,15,"Consensus",100,"Consensus (10, 100)"
"173",100,0.0075703876641957,15530.66,15,"Consensus",100,"Consensus (100, 100)"
"174",1000,0.00377998474691253,17582.08,15,"Consensus",100,"Consensus (1000, 100)"
"175",10000,0.00610339011136088,17160.74,15,"Consensus",100,"Consensus (10000, 100)"
"176",1,-0.00215600378357526,9134,16,"Consensus",1,"Consensus (1, 1)"
"177",10,-0.00261405923396272,10512,16,"Consensus",1,"Consensus (10, 1)"
"178",100,0.00117048605972548,12060,16,"Consensus",1,"Consensus (100, 1)"
"179",1000,0.0445976125786871,15346,16,"Consensus",1,"Consensus (1000, 1)"
"180",10000,0.0317243622649254,16480,16,"Consensus",1,"Consensus (10000, 1)"
"181",1,0.0213698744318128,8927.6,16,"Consensus",10,"Consensus (1, 10)"
"182",10,0.0372123998547916,9809.4,16,"Consensus",10,"Consensus (10, 10)"
"183",100,0.00145285554120922,16407.4,16,"Consensus",10,"Consensus (100, 10)"
"184",1000,0.00184440198083481,17133,16,"Consensus",10,"Consensus (1000, 10)"
"185",10000,0.00310959315417514,16146.4,16,"Consensus",10,"Consensus (10000, 10)"
"186",1,0.0639089475809476,8923.4,16,"Consensus",30,"Consensus (1, 30)"
"187",10,0.0432067302984278,10140.2666666667,16,"Consensus",30,"Consensus (10, 30)"
"188",100,0.00486712612183887,16599.3333333333,16,"Consensus",30,"Consensus (100, 30)"
"189",1000,0.0077817193023459,16929.9333333333,16,"Consensus",30,"Consensus (1000, 30)"
"190",10000,0.00361788721604648,16537.2,16,"Consensus",30,"Consensus (10000, 30)"
"191",1,0.0509248059326027,8905.52,16,"Consensus",50,"Consensus (1, 50)"
"192",10,0.0674194799505402,10052.64,16,"Consensus",50,"Consensus (10, 50)"
"193",100,0.00691286270634467,16311.24,16,"Consensus",50,"Consensus (100, 50)"
"194",1000,0.00487274277356812,16912.68,16,"Consensus",50,"Consensus (1000, 50)"
"195",10000,0.00334022439489995,16659.92,16,"Consensus",50,"Consensus (10000, 50)"
"196",1,0.0696658583260017,8899.08,16,"Consensus",100,"Consensus (1, 100)"
"197",10,0.0589045792939646,9992.5,16,"Consensus",100,"Consensus (10, 100)"
"198",100,0.00147779856206689,16417.86,16,"Consensus",100,"Consensus (100, 100)"
"199",1000,0.00959473009016901,16779.86,16,"Consensus",100,"Consensus (1000, 100)"
"200",10000,0.00468668906577833,16750.28,16,"Consensus",100,"Consensus (10000, 100)"
"201",1,0.0198736727895129,8664,17,"Consensus",1,"Consensus (1, 1)"
"202",10,0.0307693558109234,9196,17,"Consensus",1,"Consensus (10, 1)"
"203",100,-0.000376793130949229,15212,17,"Consensus",1,"Consensus (100, 1)"
